ticker,company_name,sector
CHRS,COHERUS ONCOLOGY INC,Health Care
RELL,RICHARDSON ELECTRONICS LTD,Information Technology
DSP,VIANT TECHNOLOGY INC CLASS A,Information Technology
LFMD,LIFEMD INC,Health Care
GCBC,GREENE COUNTY BANCORP INC,Financials
COSO,COASTALSOUTH BANCSHARES INC,Financials
BNED,BARNES AND NOBLE EDUCATION INC,Consumer Discretionary
LZM,LIFEZONE METALS LTD,Materials
FENC,FENNEC PHARMACEUTICALS INC,Health Care
ORGO,ORGANOGENESIS HOLDINGS INC CLASS A,Health Care
FXNC,FIRST NATIONAL CORP,Financials
PAL,PROFICIENT AUTO LOGISTICS INC,Industrials
CV,CAPSOVISION INC,Health Care
CBK,COMMERCIAL BANCGROUP INC,Financials
ELMD,ELECTROMED INC,Health Care
FCAP,FIRST CAPITAL INC,Financials
LPRO,OPEN LENDING CORP,Financials
INGN,INOGEN INC,Health Care
RGCO,RGC RESOURCES INC,Utilities
EVCM,EVERCOMMERCE INC,Information Technology
ADV,ADVANTAGE SOLUTIONS INC CLASS A,Communication
BZAI,BLAIZE HOLDINGS INC,Information Technology
OPBK,OP BANCORP,Financials
HUMA,HUMACYTE INC,Health Care
PBFS,PIONEER BANCORP INC,Financials
MRBK,MERIDIAN CORP,Financials
QSI,QUANTUM SI INC CLASS A,Health Care
JRVR,JAMES RIVER GROUP HOLDINGS INC,Financials
KGEI,KOLIBRI GLOBAL ENERGY INC,Energy
ASIC,ATEGRITY SPECIALTY INSURANCE COMPA,Financials
BRT,BRT APARTMENTS CORP,Real Estate
CZWI,CITIZENS COMMUNITY BANCORP INC,Financials
III,INFORMATION SERVICES GROUP INC,Information Technology
EWCZ,EUROPEAN WAX CENTER INC CLASS A,Consumer Discretionary
ALTG,ALTA EQUIPMENT GROUP INC CLASS A,Industrials
HWBK,HAWTHORN BANCSHARES INC,Financials
SMHI,SEACOR MARINE HOLDINGS INC,Energy
CMDB,COSTAMARE BULKERS HOLDINGS LTD,Industrials
LEGH,LEGACY HOUSING,Consumer Discretionary
BHR,BRAEMAR HOTELS RESORTS INC,Real Estate
BCBP,BCB BANCORP INC,Financials
UTMD,UTAH MEDICAL PRODUCTS INC,Health Care
SLQT,SELECTQUOTE INC,Financials
ACTG,ACACIA RESEARCH CORP,Financials
PRTH,PRIORITY TECHNOLOGY HOLDINGS INC,Financials
ALTI,ALTI GLOBAL INC CLASS A,Financials
OVBC,OHIO VALLEY BANC CORP,Financials
RNA,ATRIUM THERAPEUTICS INC,Health Care
KRO,KRONOS WORLDWIDE INC,Materials
INNV,INNOVAGE HOLDING CORP,Health Care
SEG,SEAPORT ENTERTAINMENT GROUP INC,Real Estate
CXDO,CREXENDO INC,Information Technology
DOUG,DOUGLAS ELLIMAN INC,Real Estate
BKKT,BAKKT INC CLASS A,Financials
NKTX,NKARTA INC,Health Care
GLSI,GREENWICH LIFESCIENCES INC,Health Care
HBB,HAMILTON BEACH BRANDS HOLDING COMP,Consumer Discretionary
AIRO,AIRO GROUP HOLDINGS INC,Industrials
PXED,PHOENIX EDUCATION PARTNERS INC,Consumer Discretionary
MPAA,MOTORCAR PARTS OF AMERICA INC,Consumer Discretionary
OABI,OMNIAB INC,Health Care
NVCT,NUVECTIS PHARMA INC,Health Care
MDWD,MEDIWOUND LTD,Health Care
JELD,JELD WEN HOLDING INC,Industrials
SNFCA,SECURITY NATIONAL FINANCIAL CORP C,Financials
MDV,MODIV INDUSTRIAL INC CLASS C,Real Estate
NREF,NEXPOINT REAL ESTATE FINANCE INC,Financials
BOOM,DMC GLOBAL INC,Energy
RGP,RESOURCES CONNECTION INC,Industrials
MED,MEDIFAST INC,Consumer Staples
LDI,LOANDEPOT INC CLASS A,Financials
MNSB,MAINSTREET BANCSHARES INC,Financials
EFSI,EAGLE FINANCIAL SERVICES INC,Financials
EBMT,EAGLE BANCORP MONTANA INC,Financials
BVFL,BV FINANCIAL INC,Financials
DMRC,DIGIMARC CORP,Information Technology
CURI,CURIOSITYSTREAM INC CLASS A,Communication
SAMG,SILVERCREST ASSET MANAGEMENT GROUP,Financials
RCMT,RCM TECHNOLOGIES INC,Industrials
ACR,ACRES COMMERCIAL REALTY CORP,Financials
PLX,PROTALIX BIOTHERAPEUTICS INC,Health Care
DOMO,DOMO INC CLASS B,Information Technology
FHTX,FOGHORN THERAPEUTICS INC,Health Care
GENC,GENCOR INDUSTRIES INC,Industrials
SGC,SUPERIOR GROUP OF COMPANIES INC,Consumer Discretionary
PDEX,PRO DEX INC,Health Care
LWAY,LIFEWAY FOODS INC,Consumer Staples
CBFV,CB FINANCIAL SERVICES INC,Financials
HPK,HIGHPEAK ENERGY INC,Energy
NFE,NEW FORTRESS ENERGY INC CLASS A,Energy
LFCR,LIFECORE BIOMEDICAL INC,Health Care
EPM,EVOLUTION PETROLEUM CORP,Energy
KLC,KINDERCARE LEARNING COMPANIES INC,Consumer Discretionary
EGAN,EGAIN CORP,Information Technology
THRY,THRYV HOLDINGS INC,Communication
ONEW,ONEWATER MARINE CLASS A INC,Consumer Discretionary
FRD,FRIEDMAN INDUSTRIES INC,Materials
EVI,EVI INDUSTRIES INC,Industrials
SKYX,SKYX PLATFORMS CORP,Industrials
ELA,ENVELA CORP,Consumer Discretionary
CFBK,CF BANKSHARES INC,Financials
PNRG,PRIMEENERGY RESOURCES CORP,Energy
FF,FUTUREFUEL CORP,Energy
NNOX,NANO X IMAGING LTD,Health Care
SNWV,SANUWAVE HEALTH INC,Health Care
ACU,ACME UNITED CORP,Health Care
PMTS,CPI CARD GROUP INC,Information Technology
TLSI,TRISALUS LF SC CM A,Health Care
SI,SHOULDER INNOVATIONS INC,Health Care
CVRX,CVRX INC,Health Care
KULR,KULR TECHNOLOGY GROUP INC,Industrials
EML,EASTERN,Industrials
QTRX,QUANTERIX CORP,Health Care
BALY,BALLY S CORP,Consumer Discretionary
SRBK,SR BANCORP INC,Financials
KLTR,KALTURA INC,Information Technology
FINW,FINWISE BANCORP,Financials
MLP,MAUI LAND AND PINEAPPLE INC,Real Estate
TRAK,REPOSITRAK INC,Information Technology
STXS,STEREOTAXIS INC,Health Care
AOMR,ANGEL OAK MORTGAGE REIT INC,Financials
BRCC,BRC INC CLASS A,Consumer Staples
FOA,FINANCE OF AMERICA COMPANIES INC C,Financials
HCAT,HEALTH CATALYST INC,Health Care
SBFG,SB FINANCIAL GROUP INC,Financials
SVCO,SILVACO GROUP INC,Information Technology
SMID,SMITH MIDLAND CORP,Materials
OPRX,OPTIMIZERX CORP,Health Care
TCX,TUCOWS INC,Information Technology
LAW,CS DISCO INC,Information Technology
LE,LAND END INC,Consumer Discretionary
FLWS,1-800 FLOWERS.COM INC CLASS A,Consumer Discretionary
SKIN,SKINHEALTH SYSTEMS INC CLASS A,Consumer Staples
LARK,LANDMARK BANCORP INC,Financials
NODK,NI HOLDINGS INC,Financials
BYRN,BYRNA TECHNOLOGIES INC,Industrials
BSET,BASSETT FURNITURE INDUSTRIES INC,Consumer Discretionary
AIRJ,AIRJOULE TECHNOLOGIES CORP CLASS A,Industrials
AOUT,AMERICAN OUTDOOR BRANDS INC,Consumer Discretionary
EPSN,EPSILON ENERGY LTD,Energy
CRDF,CARDIFF ONCOLOGY INC,Health Care
STRW,STRAWBERRY FIELDS REIT INC,Real Estate
ALDX,ALDEYRA THERAPEUTICS INC,Health Care
JILL,J JILL INC,Consumer Discretionary
JYNT,JOINT CORP,Health Care
LUCD,LUCID DIAGNOSTICS INC,Health Care
HURA,TUHURA BIOSCIENCES INC,Health Care
CPSS,CONSUMER PORTFOLIO SERVICES INC,Financials
OFLX,OMEGA FLEX INC,Industrials
TMCI,TREACE MEDICAL CONCEPTS INC,Health Care
CRMT,AMERICAS CAR MART INC,Consumer Discretionary
ACNT,ASCENT INDUSTRIES,Materials
GAMB,GAMBLING COM GROUP LTD,Communication
MNTK,MONTAUK RENEWABLES INC,Utilities
MXCT,MAXCYTE INC,Health Care
ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials
WHG,WESTWOOD HOLDINGS GROUP INC,Financials
DERM,JOURNEY MEDICAL CORP,Health Care
ARQ,ARQ INC,Materials
KRRO,KORRO BIO INC,Health Care
HNVR,HANOVER BANCORP INC,Financials
RMBI,RICHMOND MUTUAL BANCORPORATION INC,Financials
FNWD,FINWARD BANCORP,Financials
LAKE,LAKELAND INDUSTRIES INC,Consumer Discretionary
RNAC,CARTESIAN THERAPEUTICS INC,Health Care
GYRE,GYRE THERAPEUTICS INC,Health Care
PNBK,PATRIOT NATIONAL BANCORP INC,Financials
ATYR,ATYR PHARMA INC,Health Care
SUNS,SUNRISE REALTY TRUST INC,Financials
CLAR,CLARUS CORP,Consumer Discretionary
RVSB,RIVERVIEW BANCORP INC,Financials
XZO,EXZEO GROUP INC,Financials
RPT,RITHM PROPERTY INC TRUST,Financials
OM,OUTSET MEDICAL INC,Health Care
ECBK,ECB BANCORP INC,Financials
FORR,FORRESTER RESEARCH INC,Industrials
GWRS,GLOBAL WATER RESOURCES INC,Utilities
NPWR,NET POWER INC CLASS A,Industrials
AVD,AMER VANGUARD CORP,Materials
SPWR,SUNPOWER INC,Industrials
EEX,EMERALD HOLDING INC,Communication
CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials
GETY,GETTY IMAGES HOLDINGS INC CLASS A,Communication
STIM,NEURONETICS INC,Health Care
HFFG,HF FOODS GROUP INC,Consumer Staples
AARD,AARDVARK THERAPEUTICS INC,Health Care
CARL,CARLSMED INC,Health Care
ZVIA,ZEVIA CLASS A,Consumer Staples
VIRC,VIRCO MANUFACTURING CORP,Industrials
GOSS,GOSSAMER BIO INC,Health Care
TTEC,TTEC HOLDINGS INC,Industrials
AEYE,AUDIOEYE INC,Information Technology
HAIN,HAIN CELESTIAL GROUP INC,Consumer Staples
SSTI,SOUNDTHINKING INC,Information Technology
FFAI,FARADAY FUTURE INTELLIGENT ELECTRI,Consumer Discretionary
EXFY,EXPENSIFY INC CLASS A,Information Technology
AISP,AIRSHIP AI HOLDINGS INC CLASS A,Information Technology
MPX,MARINE PRODUCTS CORP,Consumer Discretionary
CSPI,CSP INC,Information Technology
SMTI,SANARA MEDTECH INC,Health Care
TZOO,TRAVELZOO,Communication
UNB,UNION BANKSHARES INC,Financials
DCGO,DOCGO INC,Health Care
BTMD,BIOTE CORP CLASS A,Health Care
SFBC,SOUND FINANCIAL BANCORP INC,Financials
RCEL,AVITA MEDICAL INC,Health Care
INH,INHIBRX INC CVR,Health Care
SNBR,SLEEP NUMBER CORP,Consumer Discretionary
PAMT,PAMT CORP,Industrials
NRDY,NERDY INC CLASS A,Consumer Discretionary
HQI,HIREQUEST INC,Industrials
WALD,WALDENCAST PLC CLASS A,Consumer Staples
EHTH,EHEALTH INC,Financials
TCI,TRANSCONTINENTAL REALTY INVESTORS,Real Estate
FSP,FRANKLIN STREET PROPERTIES REIT CO,Real Estate
LFVN,LIFEVANTAGE CORP,Consumer Staples
TUSK,MAMMOTH ENERGY SERVICES INC,Energy
LNSR,LENSAR INC,Health Care
NL,NL INDUSTRIES INC,Industrials
AKE,AKERO THERAPEUTICS CVR,Health Care
CURV,TORRID HOLDINGS INC,Consumer Discretionary
AVBH,AVIDBANK HOLDINGS INC,Financials
LUNG,PULMONX CORP,Health Care
AIRS,AIRSCULPT TECHNOLOGIES INC,Health Care
BARK,BARK INC CLASS A,Consumer Discretionary
OPAL,OPAL FUELS INC CLASS A,Energy
SEAT,VIVID SEATS INC CLASS A,Communication
RBKB,RHINEBECK BANCORP INC,Financials
PPHC,PUBLIC POLICY HOLDING INC,Industrials
SKIL,SKILLSOFT CORP CLASS A,Industrials
TKNO,ALPHA TEKNOVA INC,Health Care
LFT,LUMENT FINANCE TRUST INC,Financials
CLPR,CLIPPER REALTY INC,Real Estate
VHI,VALHI INC,Materials
LVWR,LIVEWIRE GROUP INC,Consumer Discretionary
MYPS,PLAYSTUDIOS INC CLASS A,Communication
EP,EMPIRE PETROLEUM CORP,Energy
MKTW,MARKETWISE INC CLASS A,Financials
USGO,US GOLDMINING INC,Materials
AREN,ARENA GROUP HLDGS INC,Communication
GAIA,GAIA INC CLASS A,Communication
TEAD,TEADS HOLDING,Communication
ISPR,ISPIRE TECHNOLOGY INC,Consumer Staples
DH,DEFINITIVE HEALTHCARE CORP CLASS A,Health Care
PROP,PRAIRIE OPERATING,Energy
ARAY,ACCURAY INC,Health Care
VALU,VALUE LINE INC,Financials
KG,KESTREL GROUP LTD,Financials
CIX,COMPX INTERNATIONAL INC CLASS A,Industrials
COOK,TRAEGER INC,Consumer Discretionary
TVRD,TVARDI THERAPEUTICS INC,Health Care
SBC,SBC MEDICAL GROUP HOLDINGS INC,Health Care
MYO,MYOMO INC,Health Care
FTLF,FITLIFE BRANDS INC,Consumer Staples
ACTU,ACTUATE THERAPEUTICS INC,Health Care
INMB,INMUNE BIO INC,Health Care
SIEB,SIEBERT FINANCIAL CORP,Financials
SAFX,XCF GLOBAL INC CLASS A,Energy
NEON,NEONODE INC,Information Technology
AFRI,FORAFRIC GLOBAL PLC,Consumer Staples
SLSN,SOLESENCE INC,Materials
ARL,AMERICAN REALTY INVESTORS INC,Real Estate
BEEP,MOBILE INFRASTRUCTURE CORP,Industrials
MRDN,MERIDIAN HOLDINGS INC,Communication
ATLN,ATLANTIC INTERNATIONAL CORP,Health Care
NXXT,NEXTNRG INC,Energy
VRM,VROOM INC,Financials
ADRO,CHINOOK THERAPEUTICS INC,Health Care
SLND,SOUTHLAND HOLDINGS INC,Industrials
VGAS,VERDE CLEAN FUELS INC CLASS A,Energy
ADRO,CHINOOK THERAPEUTICS INC CVR,Health Care
GOCO,GOHEALTH INC CLASS A,Financials
TSEOF,TRINSEO PLC,Materials
TVGN,TEVOGEN BIO HOLDINGS INC,Health Care
CAD,CAD CASH,Cash and/or Derivatives
PDLI,PDL BIOPHARMA INC,Health Care
GTXI,GTXI INC - CVR,Health Care
P5N994,Petrocorp Inc Escrow,Energy
SBT,STERLING BANCORP INC,Financials
THRD,THIRD HARMONIC BIO INC,Health Care
RTYM6,RUSSELL 2000 EMINI CME JUN 26,Cash and/or Derivatives
